days_since_halving,index_value,Era
74,1.9353518821603926,2nd Era
75,1.9590834697217676,2nd Era
76,2.054828150572831,2nd Era
77,2.0801963993453354,2nd Era
78,2.2422258592471356,2nd Era
79,2.220949263502455,2nd Era
80,2.2536824877250408,2nd Era
81,2.2078559738134205,2nd Era
82,2.2013093289689034,2nd Era
83,2.4050736497545007,2nd Era
84,2.454991816693944,2nd Era
85,2.454991816693944,2nd Era
86,2.492635024549918,2nd Era
87,2.427986906710311,2nd Era
88,2.423076923076923,2nd Era
89,2.4893617021276597,2nd Era
90,2.545008183306056,2nd Era
91,2.5703764320785596,2nd Era
92,2.7422258592471356,2nd Era
93,2.8355155482815055,2nd Era
94,2.797054009819967,2nd Era
95,2.8085106382978724,2nd Era
96,2.9893617021276597,2nd Era
97,3.34860883797054,2nd Era
98,3.481178396072013,2nd Era
99,3.4124386252045826,2nd Era
100,3.5801963993453354,2nd Era
101,3.764320785597381,2nd Era
102,3.706219312602291,2nd Era
103,3.944353518821604,2nd Era
104,3.650572831423895,2nd Era
105,3.8453355155482813,2nd Era
106,3.840425531914893,2nd Era
107,3.8535188216039282,2nd Era
108,3.8240589198036004,2nd Era
109,3.8543371522094927,2nd Era
110,4.1202945990180035,2nd Era
111,4.844517184942717,2nd Era
112,5.306055646481179,2nd Era
113,5.958265139116203,2nd Era
114,5.702127659574469,2nd Era
115,5.229132569558101,2nd Era
116,5.773322422258592,2nd Era
117,6.144026186579378,2nd Era
118,6.531096563011457,2nd Era
119,7.3076923076923075,2nd Era
120,7.272504091653028,2nd Era
121,7.373977086743044,2nd Era
122,7.5638297872340425,2nd Era
123,7.867430441898526,2nd Era
124,8.541734860883796,2nd Era
125,9.46317512274959,2nd Era
126,10.707037643207856,2nd Era
127,11.058101472995089,2nd Era
128,11.571194762684124,2nd Era
129,11.644844517184943,2nd Era
130,13.499181669394435,2nd Era
131,15.312602291325694,2nd Era
132,18.77659574468085,2nd Era
133,12.847790507364975,2nd Era
134,6.791325695581014,2nd Era
135,8.599836333878887,2nd Era
136,7.897708674304419,2nd Era
137,7.451718494271685,2nd Era
138,6.203764320785597,2nd Era
139,5.585924713584288,2nd Era
140,7.364157119476268,2nd Era
141,8.502454991816695,2nd Era
142,9.632569558101473,2nd Era
143,10.324877250409164,2nd Era
144,9.657937806873976,2nd Era
145,10.115384615384615,2nd Era
146,11.188216039279869,2nd Era
147,12.27495908346972,2nd Era
148,11.540916530278231,2nd Era
149,11.237315875613747,2nd Era
150,10.537643207855973,2nd Era
151,11.049918166939444,2nd Era
152,11.69885433715221,2nd Era
153,11.39443535188216,2nd Era
154,9.554009819967266,2nd Era
155,8.64648117839607,2nd Era
156,7.711129296235679,2nd Era
157,9.151391162029459,2nd Era
158,9.567921440261866,2nd Era
159,9.205400981996727,2nd Era
160,9.129296235679215,2nd Era
161,9.291325695581016,2nd Era
162,9.162847790507364,2nd Era
163,9.647299509001636,2nd Era
164,9.453355155482814,2nd Era
165,9.353518821603927,2nd Era
166,9.491816693944353,2nd Era
167,8.763502454991816,2nd Era
168,8.915711947626841,2nd Era
169,9.26595744680851,2nd Era
170,9.609656301145662,2nd Era
171,9.686579378068739,2nd Era
172,9.547463175122749,2nd Era
173,9.657937806873976,2nd Era
174,9.594108019639934,2nd Era
175,9.719312602291325,2nd Era
176,10.126022913256955,2nd Era
177,10.529459901800326,2nd Era
178,10.549918166939442,2nd Era
179,10.631751227495906,2nd Era
180,10.328968903436987,2nd Era
181,10.310147299509001,2nd Era
182,10.666939443535187,2nd Era
183,10.344517184942717,2nd Era
184,10.469721767594107,2nd Era
185,10.537643207855973,2nd Era
186,10.024549918166938,2nd Era
187,10.07037643207856,2nd Era
188,9.837152209492634,2nd Era
189,9.881342062193125,2nd Era
190,9.743862520458265,2nd Era
191,9.011456628477905,2nd Era
192,8.931260229132569,2nd Era
193,8.222585924713584,2nd Era
194,8.53191489361702,2nd Era
195,8.785597381342061,2nd Era
196,8.763502454991816,2nd Era
197,8.344517184942717,2nd Era
198,8.109656301145662,2nd Era
199,8.148936170212766,2nd Era
200,8.106382978723405,2nd Era
201,8.183306055646481,2nd Era
202,8.536824877250409,2nd Era
203,8.608837970540097,2nd Era
204,8.453355155482814,2nd Era
205,8.310965630114566,2nd Era
206,8.192307692307692,2nd Era
207,8.211947626841242,2nd Era
208,8.11292962356792,2nd Era
209,8.00900163666121,2nd Era
210,8.090834697217677,2nd Era
211,7.931260229132569,2nd Era
212,7.319148936170212,2nd Era
213,7.273322422258592,2nd Era
214,7.327332242225859,2nd Era
215,6.846153846153846,2nd Era
216,7.178396072013093,2nd Era
217,6.343698854337152,2nd Era
218,6.4648117839607195,2nd Era
219,5.516366612111292,2nd Era
220,5.374795417348609,2nd Era
221,5.870703764320785,2nd Era
222,6.088379705400982,2nd Era
223,6.13747954173486,2nd Era
224,7.030278232405891,2nd Era
225,7.169394435351882,2nd Era
226,7.2512274959083465,2nd Era
227,7.496726677577741,2nd Era
228,7.364157119476268,2nd Era
229,7.671849427168576,2nd Era
230,7.5,2nd Era
231,7.448445171849427,2nd Era
232,6.954991816693943,2nd Era
233,7.048281505728314,2nd Era
234,6.9361702127659575,2nd Era
235,7.0212765957446805,2nd Era
236,7.003273322422258,2nd Era
237,7.118657937806873,2nd Era
238,7.2217675941080195,2nd Era
239,7.3797054009819965,2nd Era
240,7.373158756137479,2nd Era
241,7.214402618657937,2nd Era
242,7.59165302782324,2nd Era
243,7.641571194762683,2nd Era
244,7.914893617021276,2nd Era
245,8.005728314238953,2nd Era
246,7.899345335515548,2nd Era
247,7.8510638297872335,2nd Era
248,7.818330605564649,2nd Era
249,7.885433715220949,2nd Era
250,8.004091653027823,2nd Era
251,7.993453355155483,2nd Era
252,7.939443535188215,2nd Era
253,7.714402618657937,2nd Era
254,7.587561374795417,2nd Era
255,7.630114566284778,2nd Era
256,7.706219312602291,2nd Era
257,7.810147299509001,2nd Era
258,8.020458265139116,2nd Era
259,8.115384615384615,2nd Era
260,8.023731587561374,2nd Era
261,8.040098199672668,2nd Era
262,8.156301145662848,2nd Era
263,8.126022913256955,2nd Era
264,8.412438625204581,2nd Era
265,8.557283142389524,2nd Era
266,9.083469721767594,2nd Era
267,8.981996726677577,2nd Era
268,8.819967266775777,2nd Era
269,8.923076923076923,2nd Era
270,9.26432078559738,2nd Era
271,9.184124386252046,2nd Era
272,9.632569558101473,2nd Era
273,9.680851063829786,2nd Era
274,9.738134206219312,2nd Era
275,10.215220949263502,2nd Era
276,10.429623567921439,2nd Era
277,10.692307692307692,2nd Era
278,10.606382978723405,2nd Era
279,10.567921440261864,2nd Era
280,10.03191489361702,2nd Era
281,10.034369885433716,2nd Era
282,9.63011456628478,2nd Era
283,9.784779050736496,2nd Era
284,9.677577741407529,2nd Era
285,9.901800327332241,2nd Era
286,10.0,2nd Era
287,10.405891980360064,2nd Era
288,10.395253682487725,2nd Era
289,10.426350245499181,2nd Era
290,10.151391162029459,2nd Era
291,10.236497545008183,2nd Era
292,10.333060556464812,2nd Era
293,10.389525368248771,2nd Era
294,10.4050736497545,2nd Era
295,10.157119476268413,2nd Era
296,10.058919803600654,2nd Era
297,10.104746317512275,2nd Era
298,10.078559738134205,2nd Era
299,10.049918166939444,2nd Era
300,10.12684124386252,2nd Era
301,10.144026186579376,2nd Era
302,10.200490998363339,2nd Era
303,10.370703764320785,2nd Era
304,10.37888707037643,2nd Era
305,10.393617021276595,2nd Era
306,10.328968903436987,2nd Era
307,10.436988543371521,2nd Era
308,8.46644844517185,2nd Era
309,9.628477905073648,2nd Era
310,9.990998363338788,2nd Era
311,9.923895253682486,2nd Era
312,10.023731587561374,2nd Era
313,10.106382978723405,2nd Era
314,10.217675941080195,2nd Era
315,10.302782324058919,2nd Era
316,10.339607201309327,2nd Era
317,10.421440261865794,2nd Era
318,10.455810147299507,2nd Era
319,10.838788870703763,2nd Era
320,11.0810147299509,2nd Era
321,11.572831423895252,2nd Era
322,11.310147299509001,2nd Era
323,11.761865793780686,2nd Era
324,12.511456628477903,2nd Era
325,13.522094926350245,2nd Era
326,13.627659574468085,2nd Era
327,14.723404255319148,2nd Era
328,15.510638297872338,2nd Era
329,16.667757774140753,2nd Era
330,15.96644844517185,2nd Era
331,15.345335515548282,2nd Era
332,14.726677577741407,2nd Era
333,15.915711947626841,2nd Era
334,16.0392798690671,2nd Era
335,16.71603927986907,2nd Era
336,16.16366612111293,2nd Era
337,16.613747954173487,2nd Era
338,16.611292962356792,2nd Era
339,16.751227495908346,2nd Era
340,17.18494271685761,2nd Era
341,18.759410801963995,2nd Era
342,19.925531914893618,2nd Era
343,21.43453355155483,2nd Era
344,23.73240589198036,2nd Era
345,27.315875613747952,2nd Era
346,26.93617021276596,2nd Era
347,26.717675941080195,2nd Era
348,28.084288052373157,2nd Era
349,29.042553191489358,2nd Era
350,32.08674304418985,2nd Era
351,34.04091653027823,2nd Era
352,33.58919803600654,2nd Era
353,35.664484451718494,2nd Era
354,39.238952536824875,2nd Era
355,53.191489361702125,2nd Era
356,44.71849427168576,2nd Era
357,48.97626841243862,2nd Era
358,58.83715220949263,2nd Era
359,65.18003273322422,2nd Era
360,67.6759410801964,2nd Era
361,66.05891980360065,2nd Era
362,66.79787234042553,2nd Era
363,74.63093289689034,2nd Era
364,78.87479541734861,2nd Era
365,82.93780687397708,2nd Era
366,92.2659574468085,2nd Era
367,92.05073649754499,2nd Era
368,77.74140752864157,2nd Era
369,85.27004909983633,2nd Era
370,86.07528641571194,2nd Era
371,93.17348608837969,2nd Era
372,84.36906710310966,2nd Era
373,66.28477905073649,2nd Era
374,57.594926350245494,2nd Era
375,64.33715220949263,2nd Era
376,73.240589198036,2nd Era
377,79.89034369885434,2nd Era
378,71.75777414075286,2nd Era
379,71.44026186579377,2nd Era
380,71.95171849427169,2nd Era
381,69.7937806873977,2nd Era
382,70.58019639934533,2nd Era
383,55.54746317512274,2nd Era
384,55.77414075286415,2nd Era
385,42.56301145662847,2nd Era
386,55.95008183306056,2nd Era
387,49.89689034369885,2nd Era
388,48.89525368248772,2nd Era
389,50.29050736497545,2nd Era
390,54.00163666121112,2nd Era
391,53.153846153846146,2nd Era
392,55.52454991816693,2nd Era
393,61.208674304418984,2nd Era
394,58.8216039279869,2nd Era
395,58.741407528641574,2nd Era
396,59.58183306055646,2nd Era
397,60.27004909983633,2nd Era
398,59.89852700490999,2nd Era
399,61.74386252045826,2nd Era
400,64.14402618657938,2nd Era
401,66.15302782324058,2nd Era
402,67.81833060556464,2nd Era
403,73.84206219312603,2nd Era
404,74.30523731587562,2nd Era
405,66.360883797054,2nd Era
406,67.18412438625204,2nd Era
407,67.68166939443535,2nd Era
408,69.35188216039279,2nd Era
409,72.54255319148936,2nd Era
410,69.07119476268412,2nd Era
411,67.6759410801964,2nd Era
412,66.73895253682487,2nd Era
413,68.80114566284779,2nd Era
414,66.82078559738133,2nd Era
415,64.97381342062192,2nd Era
416,66.21767594108019,2nd Era
417,68.8657937806874,2nd Era
418,67.8887070376432,2nd Era
419,67.47054009819966,2nd Era
420,67.0621931260229,2nd Era
421,66.259410801964,2nd Era
422,63.89198036006546,2nd Era
423,65.67512274959083,2nd Era
424,66.56055646481178,2nd Era
425,60.84288052373159,2nd Era
426,64.39525368248772,2nd Era
427,64.95499181669395,2nd Era
428,65.33633387888706,2nd Era
429,65.71194762684124,2nd Era
430,66.46317512274959,2nd Era
431,66.69394435351882,2nd Era
432,66.02045826513911,2nd Era
433,65.4836333878887,2nd Era
434,63.86170212765957,2nd Era
435,62.48854337152209,2nd Era
436,58.10965630114566,2nd Era
437,55.686579378068735,2nd Era
438,56.200490998363335,2nd Era
439,56.35842880523732,2nd Era
440,55.40098199672668,2nd Era
441,53.32242225859247,2nd Era
442,50.34779050736497,2nd Era
443,54.85024549918167,2nd Era
444,53.668576104746315,2nd Era
445,51.089198036006536,2nd Era
446,51.61292962356792,2nd Era
447,51.30032733224222,2nd Era
448,51.098199672667754,2nd Era
449,46.11374795417348,2nd Era
450,47.04009819967267,2nd Era
451,49.53764320785597,2nd Era
452,49.54991816693944,2nd Era
453,44.644844517184936,2nd Era
454,44.177577741407525,2nd Era
455,47.90016366612112,2nd Era
456,47.99999999999999,2nd Era
457,44.803600654664486,2nd Era
458,46.40834697217676,2nd Era
459,45.351063829787236,2nd Era
460,55.35024549918167,2nd Era
461,55.17266775777414,2nd Era
462,54.88543371522095,2nd Era
463,54.746317512274956,2nd Era
464,51.619476268412434,2nd Era
465,50.77905073649754,2nd Era
466,52.37315875613748,2nd Era
467,51.39934533551555,2nd Era
468,52.02127659574468,2nd Era
469,51.95990180032733,2nd Era
470,52.57774140752864,2nd Era
471,51.51227495908347,2nd Era
472,51.95662847790507,2nd Era
473,51.96235679214403,2nd Era
474,50.93207855973813,2nd Era
475,50.004091653027814,2nd Era
476,50.01963993453355,2nd Era
477,47.92144026186579,2nd Era
478,46.72094926350245,2nd Era
479,46.131751227495904,2nd Era
480,45.9468085106383,2nd Era
481,47.82324058919803,2nd Era
482,47.747954173486086,2nd Era
483,47.620294599017996,2nd Era
484,38.90589198036007,2nd Era
485,40.9468085106383,2nd Era
486,40.261047463175125,2nd Era
487,37.71849427168576,2nd Era
488,37.25368248772504,2nd Era
489,39.214402618657935,2nd Era
490,35.94189852700491,2nd Era
491,36.90343698854337,2nd Era
492,36.96644844517185,2nd Era
493,37.90916530278232,2nd Era
494,37.43617021276596,2nd Era
495,36.747135842880525,2nd Era
496,37.093289689034364,2nd Era
497,36.164484451718494,2nd Era
498,30.299509001636658,2nd Era
499,34.648936170212764,2nd Era
500,34.62520458265139,2nd Era
501,34.07364975450081,2nd Era
502,37.628477905073645,2nd Era
503,42.806873977086745,2nd Era
504,43.218494271685756,2nd Era
505,40.801963993453356,2nd Era
506,39.48363338788871,2nd Era
507,41.227495908346974,2nd Era
508,41.04255319148936,2nd Era
509,40.642389525368245,2nd Era
510,40.03764320785597,2nd Era
511,40.06137479541735,2nd Era
512,41.1063829787234,2nd Era
513,38.191489361702125,2nd Era
514,37.764320785597384,2nd Era
515,35.99836333878887,2nd Era
516,36.00736497545008,2nd Era
517,36.66612111292962,2nd Era
518,36.73076923076923,2nd Era
519,37.655482815057276,2nd Era
520,36.89770867430442,2nd Era
521,35.99509001636661,2nd Era
522,35.801963993453356,2nd Era
523,35.29214402618658,2nd Era
524,35.147299509001634,2nd Era
525,36.31423895253682,2nd Era
526,35.92471358428805,2nd Era
527,37.03846153846154,2nd Era
528,37.249590834697216,2nd Era
529,35.86743044189853,2nd Era
530,36.208674304418984,2nd Era
531,35.91243862520458,2nd Era
532,36.50818330605564,2nd Era
533,36.54091653027823,2nd Era
534,36.57937806873977,2nd Era
535,36.88461538461539,2nd Era
536,36.570376432078554,2nd Era
537,36.64157119476268,2nd Era
538,40.00081833060556,2nd Era
539,40.36988543371522,2nd Era
540,43.22094926350245,2nd Era
541,42.80360065466448,2nd Era
542,43.12602291325695,2nd Era
543,46.815875613747956,2nd Era
544,47.86252045826514,2nd Era
545,46.8657937806874,2nd Era
546,47.51882160392798,2nd Era
547,46.85924713584288,2nd Era
548,50.78968903436988,2nd Era
549,51.26186579378068,2nd Era
550,51.34860883797054,2nd Era
551,54.294599018003275,2nd Era
552,54.854337152209496,2nd Era
553,52.63747954173486,2nd Era
554,54.203764320785595,2nd Era
555,53.12847790507365,2nd Era
556,53.67839607201309,2nd Era
557,53.739770867430444,2nd Era
558,53.0949263502455,2nd Era
559,53.07119476268412,2nd Era
560,50.95171849427168,2nd Era
561,46.79541734860884,2nd Era
562,48.3633387888707,2nd Era
563,46.34124386252045,2nd Era
564,47.81423895253682,2nd Era
565,48.204582651391156,2nd Era
566,49.651391162029455,2nd Era
567,49.752045826513914,2nd Era
568,48.50409165302782,2nd Era
569,48.52454991816694,2nd Era
570,48.41980360065467,2nd Era
571,49.094108019639926,2nd Era
572,48.171849427168574,2nd Era
573,46.9558101472995,2nd Era
574,45.85351882160393,2nd Era
575,47.245499181669395,2nd Era
576,49.08756137479541,2nd Era
577,48.34615384615384,2nd Era
578,49.09983633387888,2nd Era
579,52.0531914893617,2nd Era
580,52.747135842880525,2nd Era
581,53.195581014729946,2nd Era
582,52.98199672667758,2nd Era
583,51.47299509001636,2nd Era
584,51.610474631751224,2nd Era
585,51.705400981996725,2nd Era
586,51.05400981996726,2nd Era
587,51.10229132569558,2nd Era
588,50.805237315875615,2nd Era
589,50.47381342062192,2nd Era
590,51.857610474631755,2nd Era
591,52.060556464811775,2nd Era
592,51.5,2nd Era
593,50.728314238952535,2nd Era
594,51.04909983633388,2nd Era
595,50.48527004909983,2nd Era
596,51.23404255319149,2nd Era
597,51.70621931260229,2nd Era
598,51.49836333878886,2nd Era
599,51.30851063829787,2nd Era
600,50.91980360065466,2nd Era
601,50.73649754500818,2nd Era
602,50.746317512274956,2nd Era
603,49.42471358428805,2nd Era
604,49.310965630114566,2nd Era
605,48.696399345335514,2nd Era
606,48.42471358428805,2nd Era
607,48.279050736497545,2nd Era
608,47.82160392798691,2nd Era
609,45.99918166939443,2nd Era
610,47.62929623567921,2nd Era
611,49.00490998363339,2nd Era
612,48.34124386252046,2nd Era
613,47.85106382978723,2nd Era
614,48.13747954173486,2nd Era
615,47.48690671031096,2nd Era
616,47.62765957446808,2nd Era
617,47.90098199672668,2nd Era
618,48.15875613747954,2nd Era
619,48.171031096563006,2nd Era
620,48.26432078559738,2nd Era
621,46.89361702127659,2nd Era
622,46.51554828150572,2nd Era
623,45.00654664484452,2nd Era
624,41.37806873977087,2nd Era
625,41.04500818330605,2nd Era
626,42.89934533551555,2nd Era
627,40.83960720130933,2nd Era
628,38.78887070376432,2nd Era
629,40.098199672667754,2nd Era
630,42.324058919803605,2nd Era
631,42.55891980360066,2nd Era
632,42.23649754500818,2nd Era
633,40.668576104746315,2nd Era
634,41.59001636661211,2nd Era
635,41.172667757774136,2nd Era
636,41.93780687397709,2nd Era
637,41.815875613747956,2nd Era
638,41.44026186579378,2nd Era
639,41.64157119476268,2nd Era
640,40.99836333878887,2nd Era
641,39.15384615384615,2nd Era
642,38.88625204582651,2nd Era
643,38.801963993453356,2nd Era
644,38.90916530278233,2nd Era
645,39.95417348608838,2nd Era
646,39.077741407528634,2nd Era
647,39.244680851063826,2nd Era
648,39.03191489361702,2nd Era
649,38.284779050736496,2nd Era
650,38.78396072013093,2nd Era
651,39.04828150572831,2nd Era
652,39.096563011456624,2nd Era
653,38.770867430441896,2nd Era
654,39.08592471358428,2nd Era
655,38.90998363338789,2nd Era
656,38.49590834697218,2nd Era
657,37.92307692307692,2nd Era
658,37.04009819967266,2nd Era
659,34.87643207855974,2nd Era
660,32.31669394435352,2nd Era
661,33.729950900163665,2nd Era
662,32.751227495908346,2nd Era
663,32.729950900163665,2nd Era
664,35.96972176759411,2nd Era
665,34.665302782324055,2nd Era
666,33.47872340425532,2nd Era
667,33.138297872340424,2nd Era
668,32.80196399345335,2nd Era
669,30.70621931260229,2nd Era
670,30.49099836333879,2nd Era
671,31.93207855973813,2nd Era
672,31.362520458265138,2nd Era
673,30.74140752864157,2nd Era
674,29.29459901800327,2nd Era
675,26.90671031096563,2nd Era
676,26.49672667757774,2nd Era
677,26.87152209492635,2nd Era
678,27.249590834697216,2nd Era
679,29.095744680851062,2nd Era
680,29.490998363338786,2nd Era
681,29.501636661211126,2nd Era
682,29.673486088379704,2nd Era
683,30.96890343698854,2nd Era
684,31.992635024549916,2nd Era
685,33.00900163666121,2nd Era
686,32.34697217675941,2nd Era
687,31.418166939443534,2nd Era
688,31.367430441898527,2nd Era
689,32.04828150572831,2nd Era
690,31.801963993453352,2nd Era
691,31.240589198036005,2nd Era
692,31.549918166939445,2nd Era
693,31.318330605564643,2nd Era
694,29.226677577741405,2nd Era
695,29.33469721767594,2nd Era
696,28.39607201309329,2nd Era
697,28.953355155482814,2nd Era
698,28.760229132569556,2nd Era
699,29.12684124386252,2nd Era
700,27.387888707037643,2nd Era
701,28.320785597381338,2nd Era
702,27.64157119476268,2nd Era
703,26.50081833060556,2nd Era
704,26.581014729950898,2nd Era
705,26.636661211129294,2nd Era
706,26.84369885433715,2nd Era
707,27.71194762684124,2nd Era
708,28.639116202945992,2nd Era
709,28.01063829787234,2nd Era
710,28.295417348608837,2nd Era
711,29.941898527004906,2nd Era
712,30.003273322422256,2nd Era
713,30.136661211129294,2nd Era
714,34.53273322422258,2nd Era
715,34.151391162029455,2nd Era
716,32.56873977086743,2nd Era
717,30.851063829787233,2nd Era
718,31.89443535188216,2nd Era
719,31.751227495908346,2nd Era
720,30.664484451718494,2nd Era
721,30.96317512274959,2nd Era
722,29.1620294599018,2nd Era
723,28.708674304418984,2nd Era
724,28.930441898527,2nd Era
725,30.04255319148936,2nd Era
726,30.92798690671031,2nd Era
727,30.752864157119475,2nd Era
728,29.95908346972177,2nd Era
729,30.247954173486086,2nd Era
730,30.84206219312602,2nd Era
731,30.814238952536826,2nd Era
732,30.85761047463175,2nd Era
733,30.90180032733224,2nd Era
734,31.03027823240589,2nd Era
735,30.69558101472995,2nd Era
736,30.059738134206217,2nd Era
737,30.682487725040914,2nd Era
738,30.693126022913255,2nd Era
739,30.800327332242222,2nd Era
740,29.700490998363335,2nd Era
741,28.77823240589198,2nd Era
742,28.408346972176755,2nd Era
743,28.560556464811782,2nd Era
744,28.822422258592468,2nd Era
745,28.72422258592471,2nd Era
746,29.29459901800327,2nd Era
747,28.411620294599015,2nd Era
748,27.04991816693944,2nd Era
749,26.28068739770867,2nd Era
750,25.50736497545008,2nd Era
751,26.069558101472992,2nd Era
752,27.122749590834697,2nd Era
753,26.311783960720128,2nd Era
754,27.14975450081833,2nd Era
755,27.54255319148936,2nd Era
756,26.429623567921443,2nd Era
757,26.13911620294599,2nd Era
758,27.0,2nd Era
759,25.884615384615383,2nd Era
760,25.954991816693944,2nd Era
761,25.621112929623564,2nd Era
762,25.52127659574468,2nd Era
763,26.266775777414075,2nd Era
764,25.72749590834697,2nd Era
765,25.858428805237317,2nd Era
766,23.61129296235679,2nd Era
767,21.604746317512273,2nd Era
768,22.65139116202946,2nd Era
769,22.99509001636661,2nd Era
770,24.54991816693944,2nd Era
771,23.648936170212764,2nd Era
772,23.648936170212764,2nd Era
773,23.648936170212764,2nd Era
774,23.648936170212764,2nd Era
775,23.648936170212764,2nd Era
776,21.27659574468085,2nd Era
777,9.819967266775777,2nd Era
778,17.341243862520457,2nd Era
779,16.32242225859247,2nd Era
780,15.057283142389524,2nd Era
781,15.057283142389524,2nd Era
782,18.45417348608838,2nd Era
783,17.02127659574468,2nd Era
784,18.45417348608838,2nd Era
785,18.95990180032733,2nd Era
786,19.170212765957444,2nd Era
787,20.258592471358426,2nd Era
788,20.689034369885434,2nd Era
789,22.279869067103107,2nd Era
790,21.514729950900165,2nd Era
791,19.242225859247135,2nd Era
792,19.27659574468085,2nd Era
793,18.887888707037643,2nd Era
794,18.6759410801964,2nd Era
795,18.632569558101473,2nd Era
796,18.566284779050736,2nd Era
797,18.73076923076923,2nd Era
798,18.53191489361702,2nd Era
799,17.830605564648117,2nd Era
800,18.279869067103107,2nd Era
801,18.73404255319149,2nd Era
802,18.30687397708674,2nd Era
803,18.101472995090013,2nd Era
804,18.103109656301143,2nd Era
805,17.97708674304419,2nd Era
806,18.145662847790508,2nd Era
807,19.407528641571194,2nd Era
808,21.04582651391162,2nd Era
809,19.109656301145662,2nd Era
810,19.418166939443534,2nd Era
811,19.853518821603927,2nd Era
812,19.22340425531915,2nd Era
813,19.828150572831422,2nd Era
814,20.081833060556463,2nd Era
815,20.105564648117838,2nd Era
816,19.321603927986907,2nd Era
817,19.605564648117838,2nd Era
818,19.63747954173486,2nd Era
819,19.531096563011456,2nd Era
820,19.425531914893615,2nd Era
821,20.791325695581012,2nd Era
822,20.645662847790504,2nd Era
823,21.07446808510638,2nd Era
824,22.336333878887068,2nd Era
825,22.90016366612111,2nd Era
826,22.116202945990178,2nd Era
827,22.73977086743044,2nd Era
828,22.310147299509,2nd Era
829,22.617021276595743,2nd Era
830,22.572013093289687,2nd Era
831,23.46726677577741,2nd Era
832,23.899345335515548,2nd Era
833,24.162847790507364,2nd Era
834,24.1759410801964,2nd Era
835,23.554009819967263,2nd Era
836,23.272504091653026,2nd Era
837,23.453355155482814,2nd Era
838,23.693944353518823,2nd Era
839,23.391980360065467,2nd Era
840,21.00900163666121,2nd Era
841,21.498363338788867,2nd Era
842,21.53764320785597,2nd Era
843,21.351882160392798,2nd Era
844,21.96153846153846,2nd Era
845,21.784779050736496,2nd Era
846,20.347790507364977,2nd Era
847,20.100654664484452,2nd Era
848,20.548281505728312,2nd Era
849,20.345335515548282,2nd Era
850,20.5671031096563,2nd Era
851,19.871522094926352,2nd Era
852,20.325695581014728,2nd Era
853,19.977905073649755,2nd Era
854,20.117839607201308,2nd Era
855,20.568739770867428,2nd Era
856,20.7569558101473,2nd Era
857,20.75040916530278,2nd Era
858,21.180851063829785,2nd Era
859,21.017184942716856,2nd Era
860,20.795417348608837,2nd Era
861,20.122749590834697,2nd Era
862,19.879705400981997,2nd Era
863,19.240589198036005,2nd Era
864,19.409165302782323,2nd Era
865,19.4050736497545,2nd Era
866,18.342062193126022,2nd Era
867,17.699672667757774,2nd Era
868,18.099018003273322,2nd Era
869,18.714402618657935,2nd Era
870,18.289689034369886,2nd Era
871,18.313420621931257,2nd Era
872,18.304418985270047,2nd Era
873,18.324877250409166,2nd Era
874,19.15302782324059,2nd Era
875,19.113747954173483,2nd Era
876,19.207037643207855,2nd Era
877,18.945990180032734,2nd Era
878,18.567921440261866,2nd Era
879,17.951718494271685,2nd Era
880,18.575286415711947,2nd Era
881,18.365793780687397,2nd Era
882,18.548281505728312,2nd Era
883,19.403436988543373,2nd Era
884,19.142389525368248,2nd Era
885,19.21358428805237,2nd Era
886,19.626022913256957,2nd Era
887,19.448445171849425,2nd Era
888,19.21358428805237,2nd Era
889,18.7684124386252,2nd Era
890,19.414075286415713,2nd Era
891,20.001636661211126,2nd Era
892,19.864975450081833,2nd Era
893,19.648936170212767,2nd Era
894,19.772504091653026,2nd Era
895,19.80278232405892,2nd Era
896,19.412438625204583,2nd Era
897,19.419803600654664,2nd Era
898,19.435351882160393,2nd Era
899,19.396890343698853,2nd Era
900,19.39770867430442,2nd Era
901,19.15139116202946,2nd Era
902,19.0,2nd Era
903,19.17266775777414,2nd Era
904,19.23731587561375,2nd Era
905,19.601472995090017,2nd Era
906,19.522913256955807,2nd Era
907,19.661211129296234,2nd Era
908,19.329787234042552,2nd Era
909,19.389525368248773,2nd Era
910,19.22340425531915,2nd Era
911,19.42389525368249,2nd Era
912,19.378887070376432,2nd Era
913,18.98936170212766,2nd Era
914,18.77986906710311,2nd Era
915,18.221767594108016,2nd Era
916,18.47545008183306,2nd Era
917,18.53682487725041,2nd Era
918,18.328968903436987,2nd Era
919,18.346153846153847,2nd Era
920,18.351063829787233,2nd Era
921,18.306055646481177,2nd Era
922,18.72749590834697,2nd Era
923,18.7569558101473,2nd Era
924,18.73240589198036,2nd Era
925,18.75531914893617,2nd Era
926,18.765139116202946,2nd Era
927,18.96481178396072,2nd Era
928,18.98936170212766,2nd Era
929,19.376432078559738,2nd Era
930,20.20294599018003,2nd Era
931,20.24877250409165,2nd Era
932,20.374795417348608,2nd Era
933,20.14975450081833,2nd Era
934,20.052373158756136,2nd Era
935,19.874795417348608,2nd Era
936,20.323240589198033,2nd Era
937,20.036006546644845,2nd Era
938,19.64975450081833,2nd Era
939,19.82078559738134,2nd Era
940,19.847790507364973,2nd Era
941,20.534369885433716,2nd Era
942,20.359247135842878,2nd Era
943,20.9189852700491,2nd Era
944,21.524549918166937,2nd Era
945,21.103927986906708,2nd Era
946,20.823240589198036,2nd Era
